"","001","002","003","005","006","011","012","013","015","017","019","023","024","025","027","030","032","036","037","038","041","043","044","046","051","053","057","058","061","072","078"
"001",NA,0.201218076804148,0.505957655510475,0.891302851035867,0.346593507087335,0.891302851035867,0.290488051435882,0.633994256552766,0.346593507087334,0.143244549378196,0.433395334922859,0.404288108833569,0.290488051435882,0.315580131566327,0.404288108833569,0.151668848288665,0.28153692011074,0.518259980483628,0.895833817998169,0.749279678668619,0.910892012464412,0.555022726397273,0.473794139424009,0.74745098416947,0.695778840557063,0.151668848288665,0.637554787220281,0.999999999999999,0.658563876567665,0.89745534957806,0.611647624920243
"002",0.201218076804147,NA,0.219138360522872,0.20902289540663,0.579584,0.20902289540663,0.797779124140664,0.198998585630338,0.579584,0.710342261945169,0.42520972055139,0.326800348520589,0.797779124140664,0.823158012997831,0.326800348520589,0.736707488524252,0.786539687436896,0.603240196514577,0.143244549378196,0.00748594953644036,0.291847736726456,0.798957747771439,0.523742435547029,0.121502918817113,0.393568207056649,0.736707488524253,0.0281866669129822,0.0285092105729945,0.0346923462168069,0.0804937936922617,0.119902773677909
"003",0.505957655510474,0.219138360522873,NA,0.574326463079555,0.579584,0.574326463079555,0.449708226199188,0.786539687436896,0.579584,0.0904851651246954,0.786539687436897,0.736707488524252,0.449708226199188,0.508031764275539,0.736707488524252,0.119902773677909,0.42520972055139,0.861374851868427,0.393568207056649,0.060955051619928,0.640123774094834,0.798957747771439,0.82970906768075,0.579584,0.861374851868427,0.119902773677909,0.117530279063321,0.219138360522873,0.144631011154747,0.293992277407984,0.736707488524252
"005",0.891302851035866,0.20902289540663,0.574326463079556,NA,0.382265559097319,1,0.316241898538912,0.724465825734744,0.382265559097319,0.14111328125,0.486042022705079,0.451139007985664,0.316241898538912,0.346593507087334,0.451139007985664,0.151799181553869,0.305201365206231,0.579584000000001,0.780168660277137,0.588770216673753,1,0.601106225767499,0.531948855008882,0.857908905521444,0.780168660277138,0.151799181553869,0.503137976624489,0.850117976546421,0.523742435547028,0.775962126478529,0.702415012590208
"006",0.346593507087333,0.579584000000001,0.579583999999999,0.382265559097318,NA,0.382265559097319,0.81578774934774,0.471361680547294,0.999999999999999,0.364803325027711,0.807411975409167,0.773191036084228,0.81578774934774,0.835582218953253,0.773191036084228,0.397203840780294,0.807411975409168,0.867608090021503,0.262662454103713,0.045560219081925,0.467094393037343,1,0.840886848328553,0.331908638639198,0.619543748457532,0.397203840780294,0.0782507062169743,0.121502918817113,0.0897480043940157,0.19610840506612,0.397203840780293
"011",0.891302851035866,0.20902289540663,0.574326463079556,0.999999999999999,0.38226555909732,NA,0.316241898538912,0.724465825734744,0.382265559097319,0.14111328125,0.486042022705078,0.451139007985663,0.316241898538912,0.346593507087335,0.451139007985663,0.151799181553869,0.30520136520623,0.579584,0.780168660277138,0.588770216673753,1,0.601106225767499,0.531948855008882,0.857908905521444,0.780168660277138,0.151799181553869,0.503137976624489,0.850117976546421,0.523742435547029,0.775962126478529,0.702415012590207
"012",0.290488051435881,0.797779124140665,0.449708226199187,0.316241898538911,0.815787749347738,0.316241898538912,NA,0.373374917402259,0.815787749347739,0.579584000000001,0.649940150162992,0.601051908637537,0.999999999999999,1,0.601051908637537,0.601051908637539,1,0.747450984169469,0.219138360522873,0.0445601148409908,0.404314813237728,0.904878184812226,0.702415012590206,0.263053275588817,0.523742435547029,0.601051908637538,0.0691920503683563,0.100802074476488,0.075528167102645,0.170470660787054,0.308008491917157
"013",0.633994256552764,0.198998585630339,0.786539687436897,0.724465825734742,0.471361680547295,0.724465825734743,0.37337491740226,NA,0.471361680547294,0.101221515793866,0.63568740871247,0.579584,0.373374917402259,0.423570020023241,0.579584,0.121502918817113,0.353596881560478,0.742246924954971,0.515092376306152,0.188220966693821,0.770339297824432,0.716352516765944,0.693799838016958,0.807411975409168,1,0.121502918817113,0.213407261206913,0.42520972055139,0.24150397191306,0.451238872001678,1
"015",0.346593507087333,0.579584000000001,0.579583999999999,0.382265559097318,0.999999999999999,0.382265559097319,0.815787749347741,0.471361680547292,NA,0.364803325027711,0.807411975409168,0.773191036084228,0.815787749347739,0.835582218953252,0.773191036084228,0.397203840780294,0.807411975409168,0.867608090021504,0.262662454103713,0.045560219081925,0.467094393037343,1,0.840886848328553,0.331908638639198,0.619543748457532,0.397203840780294,0.0782507062169744,0.121502918817113,0.0897480043940158,0.19610840506612,0.397203840780294
"017",0.143244549378195,0.710342261945168,0.0904851651246949,0.141113281249999,0.36480332502771,0.14111328125,0.579583999999999,0.101221515793866,0.36480332502771,NA,0.252072000000001,0.14111328125,0.579584,0.635687408712471,0.14111328125,0.999999999999999,0.554250472132564,0.47514791634598,0.0979284016576971,0.00129253739264809,0.214125041609713,0.694530593545477,0.37337491740226,0.0552705036719299,0.293645091422957,0.999999999999999,0.0135642987152239,0.0085162633709013,0.0183078865412523,0.0409922185857529,0.0399685237139578
"019",0.433395334922858,0.42520972055139,0.786539687436896,0.486042022705077,0.807411975409169,0.486042022705078,0.649940150162994,0.63568740871247,0.807411975409169,0.252072,NA,0.999999999999999,0.649940150162994,0.684391245917948,0.999999999999999,0.281536920110741,0.635687408712471,1,0.336907926589899,0.0805847899874489,0.56302780369854,0.903174397811275,1,0.471361680547293,0.74224692495497,0.28153692011074,0.114737779238701,0.198998585630338,0.130174502965688,0.270418181212604,0.579583999999999
"023",0.404288108833568,0.32680034852059,0.736707488524251,0.451139007985662,0.773191036084229,0.451139007985663,0.601051908637538,0.579583999999999,0.77319103608423,0.14111328125,0.999999999999999,NA,0.601051908637538,0.649940150162993,1,0.182256998614789,0.579584,1,0.30520136520623,0.0272386822502631,0.529493952401536,0.89745534957806,1,0.397203840780294,0.724465825734743,0.182256998614789,0.0755960960501935,0.119902773677909,0.0960715936399124,0.203347399375207,0.486042022705078
"024",0.290488051435881,0.797779124140665,0.449708226199187,0.316241898538911,0.815787749347739,0.316241898538912,0.999999999999999,0.373374917402259,0.815787749347739,0.579584,0.649940150162992,0.601051908637537,NA,0.999999999999999,0.601051908637537,0.601051908637539,0.999999999999999,0.747450984169469,0.219138360522872,0.0445601148409908,0.404314813237728,0.904878184812226,0.702415012590206,0.263053275588817,0.523742435547028,0.601051908637538,0.0691920503683563,0.100802074476488,0.075528167102645,0.170470660787054,0.308008491917157
"025",0.315580131566327,0.823158012997832,0.508031764275538,0.346593507087333,0.835582218953251,0.346593507087334,1,0.42357002002324,0.835582218953251,0.635687408712471,0.684391245917947,0.649940150162993,0.999999999999999,NA,0.649940150162992,0.649940150162993,1,0.76135550644113,0.244183107804991,0.0778184966891409,0.435244239329901,0.909495994142198,0.724465825734742,0.314943128988518,0.547172240248208,0.649940150162994,0.0948510532986594,0.144631011154747,0.0979284016576969,0.214125041609713,0.373374917402259
"027",0.404288108833568,0.32680034852059,0.736707488524251,0.451139007985662,0.773191036084229,0.451139007985663,0.601051908637538,0.579583999999999,0.77319103608423,0.14111328125,0.999999999999999,0.999999999999999,0.601051908637539,0.649940150162994,NA,0.182256998614789,0.579584,1,0.30520136520623,0.0272386822502631,0.529493952401535,0.89745534957806,1,0.397203840780294,0.724465825734743,0.182256998614789,0.0755960960501936,0.119902773677909,0.0960715936399124,0.203347399375207,0.486042022705079
