"","001","002","003","005","006","011","012","013","015","017","019","023","024","025","027","030","032","036","037","038","041","043","044","046","051","053","057","058","061","078"
"001",1,1,0.190116149159738,0.401243038258125,0.488052690992012,0.750599491806248,0.21516994256955,0.401243038258125,0.21516994256955,0.401243038258125,0.401243038258125,0.21516994256955,0.401243038258125,0.401243038258125,0.21516994256955,0.730380441733078,0.673694409505607,0.426008777201696,0.48490254240947,0.21516994256955,0.21516994256955,0.637618091400602,1,0.279302519094963,0.637618091400602,0.190116149159738,0.88808710633454,0.673694409505607,1,0.730380441733078
"002",1,1,0.311186842451192,0.564442923213001,0.597965275751851,0.801073831656459,0.391002218955771,0.564442923213001,0.391002218955771,0.564442923213001,0.564442923213001,0.391002218955771,0.564442923213001,0.564442923213001,0.391002218955771,0.792148362755939,0.771769058299874,0.465306916332871,0.537440344426674,0.391002218955771,0.391002218955771,0.760820375514511,1,0.422967231808793,0.760820375514511,0.311186842451192,0.892620228830853,0.771769058299874,1,0.792148362755939
"003",0.190116149159738,0.311186842451192,1,0.401243038258125,0.488052690992012,0.148325421897015,0.637618091400602,0.0435576347221575,0.637618091400602,0.401243038258125,0.401243038258125,0.637618091400602,0.401243038258125,0.401243038258125,0.637618091400602,0.32028090139316,0.238224706441893,1,0.141245972296897,0.637618091400602,0.637618091400602,0.0796049808179062,0.255974500938311,0.705184375788394,0.0796049808179062,1,0.504619270063412,0.238224706441893,0.129409441718145,0.32028090139316
"005",0.401243038258125,0.564442923213001,0.401243038258125,1,1,0.297819268141584,0.391002218955771,0.0300197452875444,0.391002218955771,1,1,0.391002218955771,1,1,0.391002218955771,0.675809393211037,0.537440344426674,0.666362509506582,0.24735351691101,0.391002218955771,0.391002218955771,0.0576688856224373,0.501910708684517,0.62392891440436,0.0576688856224373,0.401243038258125,0.673706427601863,0.537440344426674,0.20703125,0.675809393211037
"006",0.488052690992012,0.597965275751851,0.488052690992012,1,1,0.357179449276595,0.637618091400602,0.129409441718145,0.637618091400602,1,1,0.637618091400602,1,1,0.637618091400602,0.730380441733078,0.673694409505607,0.681498704527832,0.265818202867036,0.637618091400602,0.637618091400602,0.21516994256955,0.552010116256012,0.705184375788394,0.21516994256955,0.488052690992012,0.678638501524664,0.673694409505607,0.401243038258125,0.730380441733078
"011",0.750599491806248,0.801073831656459,0.148325421897015,0.297819268141584,0.357179449276595,1,0.181690113816209,0.710984225473606,0.181690113816209,0.297819268141584,0.297819268141584,0.181690113816209,0.297819268141584,0.297819268141584,0.181690113816209,0.537440344426674,0.478008700218044,0.341225237499944,0.6503887554868,0.181690113816209,0.181690113816209,1,0.779629266106075,0.2122795690324,1,0.148325421897015,1,0.478008700218044,0.710984225473606,0.537440344426674
"012",0.21516994256955,0.391002218955771,0.637618091400602,0.391002218955771,0.637618091400602,0.181690113816209,NA,0.0153924380733023,NA,0.391002218955771,0.391002218955771,NA,0.391002218955771,0.391002218955771,NA,0.391002218955771,0.181690113816209,0.824001005898164,0.181690113816209,NA,NA,NA,0.318931791912775,1,NA,0.637618091400602,0.579915974791597,0.181690113816209,0.0576688856224373,0.391002218955771
"013",0.401243038258125,0.564442923213001,0.0435576347221575,0.0300197452875444,0.129409441718145,0.710984225473606,0.0153924380733023,1,0.0153924380733023,0.0300197452875444,0.0300197452875444,0.0153924380733023,0.0300197452875444,0.0300197452875444,0.0153924380733023,0.244615418108216,0.0981403076081541,0.243113785627897,0.797120297015021,0.0153924380733023,0.0153924380733023,0.391002218955771,0.501910708684517,0.0478566196408534,0.391002218955771,0.0435576347221575,0.88585417129648,0.0981403076081541,0.20703125,0.244615418108216
"015",0.21516994256955,0.391002218955771,0.637618091400602,0.391002218955771,0.637618091400602,0.181690113816209,NA,0.0153924380733023,NA,0.391002218955771,0.391002218955771,NA,0.391002218955771,0.391002218955771,NA,0.391002218955771,0.181690113816209,0.824001005898164,0.181690113816209,NA,NA,NA,0.318931791912775,1,NA,0.637618091400602,0.579915974791597,0.181690113816209,0.0576688856224373,0.391002218955771
